epoch,train_loss,train_accuracy,val_loss,val_accuracy,elapsed_seconds
1,1.9287587412261964,0.24156,1.6156874454498291,0.3699,4.744518213905394
2,1.5043358950042724,0.42148,1.3624906776428223,0.4947,4.405707886908203
3,1.2490381823349,0.547,1.2315757299423218,0.5541,4.315872278995812
4,1.0606717012786866,0.61902,1.063420751953125,0.6227,4.483679498080164
5,0.9504857784843445,0.66168,0.9966774894714355,0.6567,4.444862613920122
6,0.8600561589813233,0.69464,0.9048214895248413,0.687,4.368813822045922
7,0.7931842120170594,0.72156,0.9426545551300048,0.6853,4.412853692192584
8,0.7316504346084595,0.74398,0.894254596042633,0.6935,4.442201563157141
9,0.667440422668457,0.76712,0.8540651920318604,0.7214,4.425781722180545
10,0.6176561620903015,0.78384,0.8640814171791077,0.7197,4.384506687056273
11,0.58176520860672,0.79882,0.9036973076820374,0.7101,4.509567385073751
12,0.5270603882026672,0.81702,0.9367146569252014,0.7131,4.3090762491337955
13,0.48736734082221983,0.83178,0.8950255870819092,0.7182,4.555894973687828
14,0.44951911294937136,0.84492,0.9566282096862793,0.7217,4.479778985027224
15,0.41070599744796754,0.85772,1.0111670409202576,0.7121,4.475843611173332
16,0.3801167339515686,0.86952,0.9979063319206238,0.7289,4.324147146195173
17,0.3547856070423126,0.87868,1.10477624540329,0.7228,4.3850874924100935
18,0.3321566231060028,0.8882,1.057636078262329,0.7257,4.402038100641221
19,0.3029141177082062,0.89914,1.1120351528167725,0.718,4.473889869172126
20,0.28165556374549866,0.90686,1.1336497594833375,0.7179,4.337528076954186
