epoch,train_loss,train_accuracy,val_loss,val_accuracy,elapsed_seconds
1,1.8829339757537842,0.23852,1.5653708251953125,0.3921,4.901594246737659
2,1.4610987631988526,0.44496,1.2481174398422241,0.5521,4.291307809762657
3,1.162373151626587,0.58522,1.04716726398468,0.6304,4.382379253860563
4,0.9765485799026489,0.66276,0.9782138879776001,0.6609,4.386679667979479
5,0.8355974381828308,0.71392,0.8871856258392334,0.7048,4.4003285290673375
6,0.7246651080703735,0.75584,0.8176543696403503,0.731,4.442663259804249
7,0.6213830319976806,0.78866,0.8666174722671509,0.7227,4.380386201199144
8,0.5445968761539459,0.81614,0.9042394746303558,0.7376,4.377092218957841
9,0.47053543432235717,0.84308,0.8789094081878662,0.7367,4.447143291123211
10,0.4051213048553467,0.86546,0.8959747153282166,0.7382,4.42232951708138
11,0.3597894460487366,0.8828,0.9584700980186462,0.7296,4.327663489617407
12,0.31795208978652956,0.89474,0.9422377700328827,0.7419,4.366035480983555
13,0.2763754552459717,0.90932,1.06266684589386,0.7292,4.38242797087878
14,0.23986046719551085,0.92394,1.0788993556976318,0.7369,4.329535940196365
15,0.21854977506160736,0.93036,1.174608180999756,0.74,4.396251127589494
16,0.20951338804721834,0.93446,1.2549127365112305,0.7344,4.68088842369616
17,0.1860922725200653,0.94202,1.2273158884048463,0.7384,4.668794123921543
18,0.1624917772912979,0.95032,1.1801205549240112,0.7413,4.589511392638087
19,0.1590110473060608,0.95124,1.270847055053711,0.7384,4.627073493786156
20,0.14101330122470856,0.95714,1.3755467050552368,0.7348,4.576536297798157
