epoch,train_loss,train_accuracy,val_loss,val_accuracy,elapsed_seconds
1,1.4302620251846314,0.51892,1.319507961654663,0.5952,5.565212749876082
2,0.9891339219093322,0.71978,0.9937528829574584,0.7263,4.9879965228028595
3,0.8127834617614746,0.79108,0.8369122191429138,0.785,4.9874030402861536
4,0.6993132580566406,0.83926,0.8589633582115174,0.7797,5.030297247692943
5,0.6094369280052185,0.87274,0.7866155900001526,0.8029,5.273146050982177
6,0.5379988226699829,0.90186,0.8206866320610047,0.8039,5.230974787846208
7,0.47410106245040895,0.9268,0.7954292526245117,0.8161,5.321018292102963
8,0.4294908300113678,0.94466,0.8218143493652343,0.8164,5.2252863817848265
9,0.3976713801765442,0.95724,0.868079133605957,0.8058,5.258907536044717
10,0.37652683212280275,0.96488,0.8103237582206726,0.8224,5.37406957289204
11,0.3573287897491455,0.97218,0.853006374168396,0.8106,5.301030382048339
12,0.35109413964271546,0.97384,0.8524337475776672,0.8262,5.204826237168163
13,0.337776414680481,0.9801,0.8885222398757935,0.8168,5.203187679871917
14,0.3317722029590607,0.98228,0.8559845805168151,0.8261,5.053311539813876
15,0.3328190205001831,0.98212,0.8101433963775635,0.8348,5.187976965215057
16,0.3267721149635315,0.98402,0.8548824010848999,0.8274,4.95456973509863
17,0.32245581833839415,0.98566,0.850625736618042,0.8349,5.203347069211304
18,0.3184848573303223,0.98726,0.8846076900482178,0.8273,5.056644849013537
19,0.3155227893257141,0.98834,0.9177569486618042,0.8192,5.219553228002042
20,0.3161065781879425,0.9876,0.8561514598846436,0.8315,5.2551642609760165
