epoch,train_loss,train_accuracy,val_loss,val_accuracy,elapsed_seconds
1,1.233299153137207,0.55472,1.1505371627807617,0.5995,5.330557913053781
2,0.8060693252182007,0.71438,0.8818274315834045,0.6991,5.0603881371207535
3,0.5742589136505127,0.7988,0.8393921712875366,0.7173,4.9081367631442845
4,0.39241966091156005,0.8626,0.9263087493896485,0.7159,5.136212035082281
5,0.2505162194252014,0.91286,1.0838974969863893,0.7042,5.113668288104236
6,0.16612095162391663,0.94248,1.1318789364814759,0.713,4.99230760987848
7,0.13142007777690887,0.95378,1.14284578704834,0.7291,5.088059084955603
8,0.10298830533027649,0.96414,1.2418185193061828,0.7188,5.120244562160224
9,0.08875110713005066,0.96914,1.250962279510498,0.7268,5.102695231325924
10,0.08681081159114838,0.9697,1.2607822674751281,0.7278,4.972214710898697
11,0.07217984237670898,0.97508,1.3100629415512084,0.7284,5.048611458856612
12,0.062350714670419694,0.97836,1.3363008533477783,0.7292,5.078500133007765
13,0.06285782451629639,0.97786,1.3603272172927856,0.7328,5.068119058851153
14,0.058560209158658984,0.97902,1.4062329738616943,0.7303,5.200813313946128
15,0.056272686395645144,0.98006,1.2903514667510987,0.7355,5.071858842857182
16,0.056550908126831056,0.97952,1.3038428128242492,0.7366,5.096600587014109
17,0.04743166342914105,0.98348,1.4128724197387694,0.7341,5.087374167982489
18,0.045136374735832215,0.98466,1.3682847074508666,0.7453,5.099170251749456
19,0.04949695343673229,0.98266,1.3275406953811646,0.7453,5.059799823909998
20,0.040286967120468614,0.98664,1.6119169300079346,0.7203,5.054364487994462
